,Course,Description,Image,Instructor,Link,Price,PrimaryCategory,PrimaryCategoryID,PrimarySubcategory,PrimarySubcategoryID,Rating
94,Microsoft Power BI - A Complete Introduction,"Learn how to use Microsoft's Power BI Tools, including Power BI Desktop, Power BI Service and PowerBI Developer",https://udemy-images.udemy.com/course/480x270/1208634_cd50.jpg,Manuel Lorenz,/powerbi-complete-introduction/,$199.99,Business,268,Data & Analytics,44,4.61
95,Automate the Boring Stuff with Python Programming,"A practical programming course for office workers, academics, and administrators who want to improve their productivity.",https://udemy-images.udemy.com/course/480x270/543600_64d1_4.jpg,Al Sweigart,/automate/,$49.99,Development,288,Programming Languages,12,4.65
96,Git a Web Developer Job: Mastering the Modern Workflow,"Learn Git, GitHub, Node.js, NPM, Object-oriented JavaScript, ES6, webpack, Gulp, BEM and Job Interview Tips",https://udemy-images.udemy.com/course/480x270/818990_57c0_3.jpg,Brad Schiff,/git-a-web-developer-job-mastering-the-modern-workflow/,$199.99,Development,288,Web Development,8,4.82
97,The Ultimate MySQL Bootcamp: Go from SQL Beginner to Expert,Become an In-demand SQL Master by creating complex databases and building reports through real-world projects,https://udemy-images.udemy.com/course/480x270/1187016_51b3.jpg,Colt Steele,/the-ultimate-mysql-bootcamp-go-from-sql-beginner-to-expert/,$179.99,Development,288,Databases,16,4.65
98,AWS Certified Developer - Associate 2018,Do you want AWS certification? Do you want to be an AWS Certified Developer Associate? This AWS online course is for you,https://udemy-images.udemy.com/course/480x270/393306_f2a5_6.jpg,Ryan Kroonenburg,/aws-certified-developer-associate/,$149.99,IT & Software,294,IT Certification,132,4.5
99,The Beginner's Guide to Artificial Intelligence in Unity.,A practical guide to programming non-player characters for games.,https://udemy-images.udemy.com/course/480x270/1349250_c17d.jpg,Penny de Byl,/artificial-intelligence-in-unity/,$149.99,Development,288,Game Development,14,4.73
100,Microsoft Access 2016 Master Class: Beginner to Advanced,Quickly learn how Access 2016 can make your life easier and more productive!,https://udemy-images.udemy.com/course/480x270/845284_cfd2_2.jpg,Joe Parys,/microsoftaccess/,$199.99,Office Productivity,292,Microsoft,96,4.58
101,The Complete Cyber Security Course : Hackers Exposed!,"Volume 1 : Become a Cyber Security Specialist, Learn How to Stop Hackers, Prevent Hacking,  Learn IT Security &  INFOSEC",https://udemy-images.udemy.com/course/480x270/614772_233b_9.jpg,Nathan House,/the-complete-internet-security-privacy-course-volume-1/,$119.99,IT & Software,294,Network & Security,134,4.58
102,The Complete Cyber Security Course : Network Security!,"Volume 2 : Network Security, WiFi Security, WiFi Hackers, Firewalls, Wireshark, Secure Networking. + Password Managers",https://udemy-images.udemy.com/course/480x270/875974_b66d_3.jpg,Nathan House,/network-security-course/,$119.99,IT & Software,294,Network & Security,134,4.61
103,Learn DevOps: The Complete Kubernetes Course,"Learn how you can run, deploy, manage and maintain containerized Docker applications on Kubernetes",https://udemy-images.udemy.com/course/480x270/1007250_9e3c_5.jpg,Edward Viaene,/learn-devops-the-complete-kubernetes-course/,$39.99,IT & Software,294,Other,140,4.38
104,Testing Angular 4 (previously Angular 2) Apps with Jasmine,Learn to write unit and integration tests for your Angular apps and deploy them with confidence,https://udemy-images.udemy.com/course/480x270/1211596_127c_3.jpg,Mosh Hamedani,/testing-angular-apps/,$99.99,Development,288,Software Testing,18,4.53
105,Materialize CSS From Scratch With 5 Projects,Master HTML 5 & the Materialize CSS framework by building 5 real world responsive material design based themes,https://udemy-images.udemy.com/course/480x270/1554318_2ec4.jpg,Brad Traversy,/materialize-css-from-scratch-with-5-projects/,$119.99,Development,288,Web Development,8,4.87
106,Master Jenkins CI For DevOps and Developers,Learn how to build automated continuous integration pipeline with Jenkins. Take your DevOps skills to the next level.,https://udemy-images.udemy.com/course/480x270/1034400_3cea.jpg,Level Up,/the-complete-jenkins-course-for-developers-and-devops/,$149.99,Development,288,Development Tools,362,4.47
107,The Complete Cyber Security Course : End Point Protection!,"Volume 4 :Become a Cyber Security Specialist, Antivirus & Malware, Disk Encryption, Finding & Removing Hackers & Malware",https://udemy-images.udemy.com/course/480x270/872460_879b_2.jpg,Nathan House,/the-complete-cyber-security-course-end-point-protection/,$194.99,IT & Software,294,Network & Security,134,4.67
108,The Web Developer Bootcamp,"The only course you need to learn web development - HTML, CSS, JS, Node, and More!",https://udemy-images.udemy.com/course/480x270/625204_436a_2.jpg,Colt Steele,/the-web-developer-bootcamp/,$199.99,Development,288,Web Development,8,4.73
109,"Sounds True's Freedom to Choose Something Different, Part 1",Pema Chodron on How to Transform Your Life and Find Lasting Peace and Happiness,https://udemy-images.udemy.com/course/480x270/796124_1eaf.jpg,Pema Chödrön,/freedom-to-choose-something-different-by-pema-chodron-pt-1/,$199.99,Personal Development,296,Personal Transformation,142,4.49
110,AWS Certified Solutions Architect - Associate 2018,Want to pass the AWS Solutions Architect - Associate Exam? Want to become Amazon Web Services Certified? Do this course!,https://udemy-images.udemy.com/course/480x270/362328_91f3_10.jpg,Ryan Kroonenburg,/aws-certified-solutions-architect-associate/,$179.99,IT & Software,294,IT Certification,132,4.54
111,Python and Django Full Stack Web Developer Bootcamp,"Learn to build websites with HTML , CSS , Bootstrap , Javascript , jQuery , Python 3 , and Django!",https://udemy-images.udemy.com/course/480x270/822444_a6db.jpg,Jose Portilla,/python-and-django-full-stack-web-developer-bootcamp/,$199.99,Development,288,Web Development,8,4.63
112,Microsoft Excel - Excel from Beginner to Advanced,"Excel with this A-Z Microsoft Excel Course. Microsoft Excel 2010, Excel 2013, Excel 2016",https://udemy-images.udemy.com/course/480x270/793796_0e89.jpg,Kyle Pew,/microsoft-excel-2013-from-beginner-to-advanced-and-beyond/,$149.99,Office Productivity,292,Microsoft,96,4.62
113,Python for Finance: Investment Fundamentals & Data Analytics,Learn Python Programming and Conduct Real-World Financial Analysis in Python - Complete Python Training,https://udemy-images.udemy.com/course/480x270/1035472_23ce_4.jpg,365 Careers,/python-for-finance-investment-fundamentals-data-analytics/,$194.99,Business,268,Finance,24,4.54
114,The Complete ARKit Course - Build 11 Augmented Reality Apps,Become an iOS Augmented Reality Developer by Building 11 High-Level AR Apps using ARKit in iOS 11 and Swift 4.,https://udemy-images.udemy.com/course/480x270/1338454_5b5b_9.jpg,Codestars by Rob Percival,/ios-augmented-reality-the-complete-course-on-arkit/,$199.99,Development,288,Mobile Apps,10,4.63
115,Learn Cryptocurrency AltCoin Trading and ICO Investing,The real deal behind Crypto Trading and ICO's.,https://udemy-images.udemy.com/course/480x270/1317578_6fcc.jpg,Jason Appleton,/learn-cryptocurrency-altcoin-trading-and-ico-investing/,$139.99,Business,268,Finance,24,4.41
116,Python for Data Science and Machine Learning Bootcamp,"Learn how to use NumPy, Pandas, Seaborn , Matplotlib , Plotly , Scikit-Learn , Machine Learning, Tensorflow , and more!",https://udemy-images.udemy.com/course/480x270/903744_8eb2.jpg,Jose Portilla,/python-for-data-science-and-machine-learning-bootcamp/,$194.99,Business,268,Data & Analytics,44,4.6
117,Advanced CSS and Sass: Take Your CSS to the Next Level!,"The most advanced and modern CSS course on the internet: master animations, flexbox, responsive design, and so much more",https://udemy-images.udemy.com/course/480x270/1026604_790b_2.jpg,Jonas Schmedtmann,/advanced-css-and-sass/,$199.99,Development,288,Web Development,8,4.84
118,Bayesian Machine Learning in Python: A/B Testing,"Data Science, Machine Learning, and Data Analytics Techniques for Marketing, Digital Media, Online Advertising, and More",https://udemy-images.udemy.com/course/480x270/1011712_a062.jpg,Lazy Programmer Inc.,/bayesian-machine-learning-in-python-ab-testing/,$119.99,Business,268,Data & Analytics,44,4.6
119,"The Complete App Design Course - UX, UI and Design Thinking","Learn App Design to Make Beautiful, Lovable Apps",https://udemy-images.udemy.com/course/480x270/1184844_3714.jpg,London App Brewery LAB,/the-complete-app-design-course-ux-and-ui-design/,$199.99,Design,269,User Experience,114,4.41
120,The Coding Interview Bootcamp: Algorithms + Data Structures,Ace your next Javascript coding interview by mastering data structures and algorithms.,https://udemy-images.udemy.com/course/480x270/1409142_1879_8.jpg,Stephen Grider,/coding-interview-bootcamp-algorithms-and-data-structure/,$89.99,Development,288,Web Development,8,4.74
121,Deep Learning: Convolutional Neural Networks in Python,Computer Vision and Data Science and Machine Learning combined! In Theano and TensorFlow,https://udemy-images.udemy.com/course/480x270/807904_7108.jpg,Lazy Programmer Inc.,/deep-learning-convolutional-neural-networks-theano-tensorflow/,$119.99,Business,268,Data & Analytics,44,4.6
122,Social Media Marketing 2017 - Complete Certificate Course,"The comprehensive social media course, beginner to advanced. Go viral, get started today!",https://udemy-images.udemy.com/course/480x270/450394_b942_6.jpg,SO ME Academy,/learn-social-media-marketing-course/,$99.99,Marketing,290,Social Media Marketing,66,4.26
123,Acumen Presents: Elizabeth Gilbert's Creativity Workshop,Become equipped with the practical tools & inspiration to jumpstart your creative journey.,https://udemy-images.udemy.com/course/480x270/806626_f5c3_3.jpg,+Acumen Courses,/elizabeth-gilberts-creativity-workshop/,$99.99,Personal Development,296,Creativity,164,4.43
124,Master Microservices with Spring Boot and Spring Cloud,An awesome journey from Restful Web Services to Microservices with Spring Boot and Spring Cloud,https://udemy-images.udemy.com/course/480x270/1352468_3d97_3.jpg,in28Minutes Official,/microservices-with-spring-boot-and-spring-cloud/,$199.99,Development,288,Web Development,8,4.41
125,Microsoft Excel 2010: Advanced Training,Master Advanced Excel 2010 Features. Become A Expert And Learn To Use Excel Like A Pro With This Advanced Excel Training,https://udemy-images.udemy.com/course/480x270/9385_55cb_14.jpg,Infinite Skills,/advanced-excel/,$49.99,Office Productivity,292,Microsoft,96,4.48
126,Python for Financial Analysis and Algorithmic Trading,"Learn numpy , pandas , matplotlib , quantopian , finance , and more for algorithmic trading with Python!",https://udemy-images.udemy.com/course/480x270/1212032_b7e8.jpg,Jose Portilla,/python-for-finance-and-trading-algorithms/,$194.99,Development,288,Programming Languages,12,4.62
127,Deep Learning: Recurrent Neural Networks in Python,"GRU, LSTM, + more modern deep learning, machine learning, and data science for sequences",https://udemy-images.udemy.com/course/480x270/887814_cf2e_2.jpg,Lazy Programmer Inc.,/deep-learning-recurrent-neural-networks-in-python/,$119.99,Business,268,Data & Analytics,44,4.6
128,Entity Framework in Depth: The Complete Guide,Connect your applications to a SQL Server database,https://udemy-images.udemy.com/course/480x270/551498_7081.jpg,Mosh Hamedani,/entity-framework-tutorial/,$99.99,Development,288,Development Tools,362,4.71
129,Microsoft Excel 2013  Advanced. Online Excel Training Course,Master Advanced Excel 2013 Features. Become A Expert And Learn To Use Excel Like A Pro With This Advanced Excel Training,https://udemy-images.udemy.com/course/480x270/39292_b3f3_9.jpg,Infinite Skills,/advanced-microsoft-excel-2013-online-excel-course/,$49.99,Office Productivity,292,Microsoft,96,4.55
130,CompTIA Security+ Certification (SY0-401): The Total Course,"Everything you need to pass the CompTIA Security+ SY0-401 Exam, from Mike Meyers. CompTIA expert and bestselling author.",https://udemy-images.udemy.com/course/480x270/1117202_1625_2.jpg,Total Seminars,/comptia-security-certification-sy0-401-the-total-course/,$194.99,IT & Software,294,Network & Security,134,4.6
131,Microsoft Excel 2013 Course Beginners/ Intermediate Training,Learn to Master Microsoft Excel In Easy To Follow Step-By-Step Training Course. Comes With Extensive Working Files,https://udemy-images.udemy.com/course/480x270/31535_e351_7.jpg,Infinite Skills,/microsoft-excel-2013-course-beginners-intermediate-training/,$49.99,Office Productivity,292,Microsoft,96,4.5
132,Scala and Spark for Big Data and Machine Learning,"Learn the latest Big Data technology - Spark and Scala, including Spark 2.0 DataFrames!",https://udemy-images.udemy.com/course/480x270/977062_019b_2.jpg,Jose Portilla,/scala-and-spark-for-big-data-and-machine-learning/,$194.99,Business,268,Data & Analytics,44,4.47
133,Learn DevOps: Advanced Kubernetes Usage,"Covering Authentication, Authorization, Logging, Helm, Deploying with Spinnaker, Prometheus, Scheduling and more",https://udemy-images.udemy.com/course/480x270/1350412_1625.jpg,Edward Viaene,/learn-devops-advanced-kubernetes-usage/,$39.99,Development,288,Development Tools,362,4.37
134,The Complete Salesforce Administrator Certification Course,"Salesforce Admin 60 Question Practice Test Included! Join over 31,000 students. Follows the Salesforce Admin Exam Guide.",https://udemy-images.udemy.com/course/480x270/693700_d3eb_4.jpg,Mike Wheeler,/salesforce-administrator/,$199.99,IT & Software,294,IT Certification,132,4.53
135,SQL - MySQL for Data Analytics and Business Intelligence,"SQL that will get you hired â€“ SQL for Business Analysis, Marketing, and Data Management",https://udemy-images.udemy.com/course/480x270/1405632_6e6f.jpg,365 Careers,/sql-mysql-for-data-analytics-and-business-intelligence/,$194.99,Business,268,Data & Analytics,44,4.55
136,The Complete Video Production Bootcamp,"Make better videos with the ultimate course on video production, planning, cinematography, editing & distribution.",https://udemy-images.udemy.com/course/480x270/1027180_475e_3.jpg,Phil Ebiner,/video-production-bootcamp/,$199.99,Photography,273,Video Design,218,4.54
137,REST APIs with Flask and Python,"Build professional REST APIs with Python, Flask, Flask-RESTful, and Flask-SQLAlchemy",https://udemy-images.udemy.com/course/480x270/970600_68be_3.jpg,Jose Salvatierra,/rest-api-flask-and-python/,$109.99,Development,288,Web Development,8,4.63
138,CompTIA Cybersecurity Analyst CySA+ (CSA+). The Total Course,Total Seminars and Mike Meyers presents: Ethical Hacking CompTIA Cyber Security Analyst CySA+ (CSA+) CS0-001 Exam Prep.,https://udemy-images.udemy.com/course/480x270/1423418_54ba.jpg,Total Seminars,/comptia-cybersecurity-analyst-csa-cs0-001-the-total-course/,$194.99,IT & Software,294,IT Certification,132,4.63
